City,State,Station ID,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
ANNAPOLIS NAF,MD,USW00013752,35.9,38.1,45.1,54.9,64.3,74,78.5,76.6,69.9,58.4,49.4,39.4
CHERRY POINT MCAS,NC,USW00013754,45.2,47.5,53.7,61.8,69.5,77.1,80.2,79.2,74.5,64.8,56.2,48.1
FENTRESS NAAS,VA,USW00013762,40.1,44,49.7,58.5,67.4,74.8,79.4,77.4,71.9,62,52.6,44.8
GEORGETOWN SUSSEX CO AP,DE,USW00013764,35,37.5,44.7,54,63.1,72.5,76.9,75.6,68.5,57.8,48.5,39.2
MANTEO AP,NC,USW00013766,43.9,45.9,51.4,60.4,68.1,76.4,80.3,79.1,74.2,65,56.4,48
OCEANA NAS,VA,USW00013769,40.8,43,49.2,57.7,65.9,74.6,79,77.4,71.8,61.7,52.7,44.3
QUANTICO MCAS,VA,USW00013773,35.6,38.4,46.2,56.4,65.1,74.2,78.4,76.9,69.7,58.3,48.4,38.9
LUMBERTON MUNI AP,NC,USW00013776,43.4,46.8,54.1,61.7,69.8,78,81.1,79,73,63.4,54.3,46.2
BALTIMORE CUSTOMS HOUSE,MD,USW00013777,39.1,41.6,49.3,60.1,70.2,79.8,83.6,81.5,73.9,62.7,52.1,42.2
PHILADELPHIA CITY,PA,USW00013779,35.8,38.5,45.3,55.2,65.1,74.1,78.5,77.3,69.6,59.3,49.9,39.7
WILMINGTON NEW CASTLE CO AP,DE,USW00013781,32.4,35.1,43,53.3,62.8,72.2,76.8,75.2,67.8,56.2,46.6,36.7
CHARLESTON CITY,SC,USW00013782,49.7,52.6,58.3,65.4,72.9,79.3,82.2,81.3,76.9,68.6,60.5,52.6
ELIZABETH CITY CGAS,NC,USW00013786,41.4,44.1,50.1,58.7,66.8,75.4,78.8,77.6,72.2,62.4,53.1,44.4
BELLEVILLE SIU RSCH,IL,USW00013802,32.8,37.1,47,57.7,67,75.7,79.3,77.7,69.7,59,47.5,35.8
LAWRENCEVILLE INTL AP,IL,USW00013809,31.1,35.5,45,56,66,74.5,77.8,76.4,69.5,57.7,46.3,34.6
LOUISVILLE BOWMAN FLD,KY,USW00013810,34.5,38.1,47,57.1,66.3,75.1,77.8,77.5,69.6,58.2,47.5,37.2
HATTIESBURG CHAIN MUNI AP,MS,USW00013833,48.6,51.8,59,65.3,73.7,79.1,81.9,81.5,76.8,67,57.5,50.7
AUGUSTA DANIEL FLD AP,GA,USW00013837,46.8,50.6,57.6,64.3,72.9,79.4,82.1,80.8,75.6,66,57.1,48.9
Mobile,AL,USW00013838,50.2,53.5,59.8,66.4,73.8,79.8,82.1,82.1,78.5,69.2,60,52.6
DOTHAN RGNL AP,AL,USW00013839,48.9,53,58.9,65.7,74.3,79.8,81.9,81.1,76.6,67.5,58.7,51.3
Cincinnati,OH,USW00013841,28.8,32,40.9,52.1,61.8,70.5,73.2,72.1,65,53.9,43.4,32.3
WAYCROSS WSMO,GA,USW00013861,50.8,54,60.2,66.4,74.1,80.3,82.1,81.7,77.4,68.4,60.1,53.2
MERIDIAN KEY FLD,MS,USW00013865,44.8,48.7,55.6,62.7,70.8,77.6,80.6,80.3,74.8,64.1,54.7,47.2
CHARLESTON YEAGER AP,WV,USW00013866,34.4,37.7,45.8,56.1,63.7,71.9,75.4,74.3,67.3,56.5,47,37.4
PARKERSBURG,WV,USW00013867,32.1,34.8,43.2,54.2,63.4,72.3,76.2,75,67.7,55.7,45.8,35.8
ALBANY SW GA RGNL AP,GA,USW00013869,49.3,52.4,59.2,66.2,74.5,80.5,82.4,82,77.7,68.1,58.7,51
ALMA BACON CO AP,GA,USW00013870,50.7,54.2,60.2,66.2,73.7,79.7,82,81.3,77.1,68.4,59.9,52.6
Anniston,AL,USW00013871,43.4,47.2,54.6,61.7,69.9,77,80,79.6,73.5,63,53.5,45.5
ASHEVILLE,NC,USW00013872,37.2,40.6,47.6,56.2,64.1,71.4,74.7,73.7,67,57.1,48,39.6
ATHENS BEN EPPS AP,GA,USW00013873,43.5,47.2,54.3,61.7,70,77.5,80.6,79.6,73.3,63,53.8,45.4
ATLANTA HARTSFIELD INTL AP,GA,USW00013874,43.3,47.2,54.3,62,70.1,77.3,80.2,79.4,73.5,63.3,54,45.3
Birmingham,AL,USW00013876,43.8,47.7,55.2,62.5,70.6,77.7,81.1,80.7,74.7,64.1,54.4,46.1
BRISTOL TRI CITY AP,TN,USW00013877,35.2,39,46.7,55.2,63.5,71.5,74.6,73.8,67.1,56.3,46.6,37.8
Brunswick,GA,USW00013878,51.5,54.5,60.3,66.5,74.5,80.3,82.8,81.8,78.1,70.2,61.8,54.1
Charleston,SC,USW00013880,48.3,51.7,58.1,64.8,72.5,79,82.1,80.9,76,66.9,58.6,50.8
CHARLOTTE DOUGLAS AP,NC,USW00013881,40.1,43.9,51.2,59.4,67.4,75.3,78.5,77.3,70.8,60.3,50.8,42.4
CHATTANOOGA LOVELL AP,TN,USW00013882,40.5,44.4,52.2,60.5,68.6,76.5,80,79.4,72.5,61.5,51.2,42.6
COLUMBIA,SC,USW00013883,44.8,48.5,55.6,63.4,71.7,79.1,82.2,80.8,74.7,64.1,54.8,46.7
Crestview,FL,USW00013884,49.1,52.5,58.4,64.5,72.3,78.5,80.7,80.4,76.2,66.9,58,51.1
Greenville,SC,USW00013886,40.6,43.4,50.7,60.1,68.5,76.3,79.6,78.7,71.5,61,51.7,42.8
Jacksonville,FL,USW00013889,53.1,56.4,61.7,67,74.1,79.9,82.3,81.8,78.2,70.4,62.2,55.2
KNOXVILLE MCGHEE TYSON AP,TN,USW00013891,38.2,42.4,50.3,58.8,67.2,75,78.4,77.8,71.1,59.9,49.7,40.8
Memphis,TN,USW00013893,41.2,45.5,54,62.9,71.7,79.6,82.7,82,75.2,64.1,53.2,43.6
MOBILE,AL,USW00013894,50.4,53.8,60.2,66.4,74.1,79.8,81.8,81.6,77.5,68.4,59.6,52.4
MONTGOMERY AP,AL,USW00013895,46.6,50.5,57.5,64.1,72.4,79,81.8,81.5,76.3,65.9,56.5,48.5
MUSCLE SHOALS RGNL AP,AL,USW00013896,41,45.2,53.2,61.4,69.8,77,80.4,79.8,73.2,62.1,52.1,43.3
NASHVILLE INTL AP,TN,USW00013897,37.7,41.7,50,59,67.5,75.7,79.4,78.7,71.5,60.3,49.8,40.4
Pensacola,FL,USW00013899,51.4,54.7,60.4,66.6,74.6,80.5,82.2,81.8,78.4,69.6,60.7,53.5
AUSTIN BERGSTROM AP,TX,USW00013904,49.2,52.1,59.2,67.3,75.2,81,83.4,83.7,77.8,69,58.4,50.4
FT WORTH NAS,TX,USW00013911,46.9,51.1,58.4,66.6,74.4,81.6,85.7,86.1,78.7,68.3,57.2,48
Topeka,KS,USW00013920,29.1,33.6,44.2,54.5,64.3,73.4,78.9,77.1,67.8,55.5,43.2,31.2
JACKSON HAWKINS FLD,MS,USW00013927,46.6,50.6,57.6,64.9,72.9,79.3,81.9,81.7,76.3,66.2,56.3,48.7
WINFIELD STROTHER FLD AP,KS,USW00013932,33.7,38.7,47.5,56.9,66.8,75.7,80.7,80.2,71.4,59.1,47.3,35.5
ALEXANDRIA ESLER RGNL AP,LA,USW00013935,48.2,51.5,58.7,65.6,73.3,79.6,82,81.9,76.2,66.3,57.2,49.7
GREENVILLE ASOS,MS,USW00013939,42.3,46.6,54.7,63.3,72.2,79,82,81.5,74.9,64.6,53.8,45
MONROE RGNL AP,LA,USW00013942,46.5,50.5,58,65.8,74.1,80.6,83,82.6,76.7,66.2,56.4,48.2
Shreveport,LA,USW00013957,46.8,50.6,57.9,65.2,73.2,79.8,83,83.1,76.9,66.4,56.4,48.1
AUSTIN-CAMP MABRY,TX,USW00013958,51.5,55,61.7,69.2,76.6,82.2,85,85.8,80,71.2,61,52.5
Waco,TX,USW00013959,47.2,50.8,58.2,66.1,74.4,81.2,85.2,85.3,78.1,68.3,57.5,48.3
Dallas,TX,USW00013960,47,51,58.6,66.5,74.8,82.2,86.4,86.6,78.9,68.3,57.4,48
FT WORTH MEACHAM FLD,TX,USW00013961,45.7,49.4,56.8,64.9,73.4,80.9,84.7,85.1,77.4,66.8,56,46.7
ABILENE RGNL AP,TX,USW00013962,44.9,48.6,56.4,64.6,73,79.5,83.1,82.8,75.5,65.8,54.6,45.3
LITTLE ROCK AP ADAMS FLD,AR,USW00013963,40.8,44.8,53.4,62.1,71.1,79.1,82.8,82.5,75,63.7,52.6,43
Fort Smith,AR,USW00013964,39.4,44.2,52.9,61.6,69.9,77.8,82.3,82.1,73.9,62.8,51.6,41.3
Wichita Falls,TX,USW00013966,42,45.9,54.1,62.6,71.6,79.5,84.4,84,75.7,64.5,52.7,42.8
OKLAHOMA CITY WILL ROGERS AP,OK,USW00013967,39.2,43.7,52.2,61,69.9,78,83,82.4,73.9,62.5,50.7,40.6
Tulsa,OK,USW00013968,37.7,42.3,51.3,60.6,69.3,77.6,82.9,82.2,73,61.8,50.3,39.5
PONCA CITY MUNI AP,OK,USW00013969,34.9,39.7,48.8,58.4,67.6,76.6,81.7,81,72.1,60.1,47.7,36.6
BATON ROUGE RYAN AP,LA,USW00013970,51.7,55.1,61.5,68.1,75.7,81.1,83,82.9,78.6,69.3,60.4,53.4
HARRISON BOONE CO AP,AR,USW00013971,36.4,40.5,48.8,58,65.8,73.7,78.4,77.6,69.2,58.9,48.5,38.1
TYLER POUNDS FLD,TX,USW00013972,46.5,50.5,56.9,64.4,73.1,79.4,82.9,83.2,76.2,66.9,55.7,48.2
JUNCTION KIMBLE CO AP,TX,USW00013973,47.1,50.8,58.3,66.2,73.9,79.9,82.3,82.2,75.8,66,55.6,47.1
GAGE AP,OK,USW00013975,34.7,38.7,47.3,56.8,66.3,75.1,80.2,79.2,70.6,58.4,45.7,35.1
LAFAYETTE RGNL AP,LA,USW00013976,52.5,55.9,62.2,69,76.6,81.6,83.4,83.6,79.2,70.3,61.6,54.3
TEXARKANA WEBB FLD,AR,USW00013977,43.9,48.3,55.9,63.9,71.7,78.5,82.2,82,74.8,64.6,54.2,45.5
GREENWOOD LEFLORE AP,MS,USW00013978,43.4,47.5,55.5,63.4,71.8,78.7,81.3,81,74.7,64.3,54.3,45.9
ANTHONY,KS,USW00013980,32.8,37.6,46,55.9,66.5,76.2,81.5,80.1,71.4,58.5,45.7,34
CHANUTE MARTIN JOHNSON AP,KS,USW00013981,32.6,37.4,47.1,56.8,65.9,74.6,79.5,78.9,69.9,58.3,46.3,34.7
CONCORDIA MUNI AP,KS,USW00013984,28.6,32.7,43,53.1,63.1,73.4,79.1,77.1,68,55.4,41.6,30
DODGE CITY,KS,USW00013985,32.2,35.9,44.4,53.9,64.2,73.9,79.6,78.1,69.2,56.6,43.1,32.8
HUTCHINSON MUNI AP,KS,USW00013986,31.3,35.8,45.5,55.1,65.9,74.9,80.2,78.6,69.7,56.9,43.6,32.8
Joplin,MO,USW00013987,34.9,39.8,48.9,58.4,67,75.5,80.2,79.7,70.8,59.8,48.4,37.2
KANSAS CITY DOWNTOWN AP,MO,USW00013988,31,35.5,46,56.6,66.5,75.8,81,79.4,70.2,58.3,45.4,33.7
EMPORIA MUNI AP,KS,USW00013989,31,35.2,45.4,55.8,65.4,73.5,79,77.6,68.8,57,44.6,33
MARSHALL,MO,USW00013991,27.8,32.6,43.1,53.9,64.1,73.2,77.4,75.7,67,55.5,43,31
St. Joseph,MO,USW00013993,27.2,32,42.9,54.2,64.4,73.6,77.1,75.3,66.6,54.7,41.9,29.4
St. Louis,MO,USW00013994,31.8,36.3,46.3,57.3,66.8,75.9,80,78.6,70.4,58.7,46.8,34.7
Springfield,MO,USW00013995,32.6,37.2,46.3,55.8,64.8,73.4,78.2,77.8,69,57.8,46.1,35
TOPEKA MUNI AP,KS,USW00013996,29.7,34.4,44.8,55.1,65,74.2,79,77.4,68.3,56.6,43.8,32
VICHY ROLLA NATIONAL AP,MO,USW00013997,31.1,35.7,45.3,55.2,63.8,72.4,77.3,76.3,67.6,56.6,45.2,33.7
AUGUSTA STATE AP,ME,USW00014605,19.3,23.2,31.9,43.9,54.9,64,69.5,68.3,60,48.4,37.9,26.1
Bangor,ME,USW00014606,17,20.8,30.2,42.5,53.7,63.2,68.5,67.1,58.8,47.2,36.9,24.6
CARIBOU MUNI AP,ME,USW00014607,10.2,14.1,24.5,38.6,51.5,60.7,65.6,63.6,55,43.3,31.5,18.2
HOULTON INTL AP,ME,USW00014609,11.6,15.1,25.6,39.1,51.1,60.2,65.7,63.8,55.1,43.4,32.6,19.4
MILLINOCKET MUNI AP,ME,USW00014610,14,18.3,28,40.9,53.3,62.8,68,65.8,57.2,45.4,34.7,22.4
BRUNSWICK NAS,ME,USW00014611,20.5,23.9,32.9,43.6,54,63.3,69,67.9,59.9,48.2,38.4,27.2
BEDFORD HANSCOM FLD,MA,USW00014702,26.1,29.4,37.7,48.2,57.9,67,72.9,71.2,62.5,51.2,42.7,31.7
GROTON NEW LONDON AP,CT,USW00014707,29.5,32,37.8,47,56,65.4,70.6,70.4,63.7,52.7,44.5,34.7
Manchester,NH,USW00014710,24.4,28,36,47.3,58.1,67,72.5,71,62.6,50.8,41.5,30.4
Harrisburg,PA,USW00014711,29.9,32.9,41.7,52.2,62.1,71.5,75.9,74,65.9,54.4,44.1,33.9
READING SPAATZ FLD,PA,USW00014712,29.7,32.3,41.1,51.6,61.1,70.5,74.8,73,65.3,53.7,44.1,33.9
GRIFFISS AFB,NY,USW00014717,20.6,23.4,32.1,45.5,56.5,65.5,69.8,68.4,60.3,48.4,38.6,26.7
WESTHAMPTN GABRESKI AP,NY,USW00014719,29,30.2,36.8,45.7,55.4,65.5,70.9,70.2,62.7,52,43.3,34.1
NEW YORK LAGUARDIA AP,NY,USW00014732,32.9,35.3,42.2,52.7,62.5,72.2,77.4,76.3,69.1,58.1,48.3,38.2
Buffalo,NY,USW00014733,24.9,26.3,34,45.9,56.9,66.3,71.1,69.6,62.2,50.8,40.7,30.1
NEWARK INTL AP,NJ,USW00014734,31.6,34.6,42.1,52.8,62.7,72.4,77.4,75.8,68.2,56.6,46.8,36.5
Albany,NY,USW00014735,22.6,25.9,35,47.8,58.3,67.2,71.8,70.1,61.9,49.7,39.7,28.5
ALTOONA BLAIR CO AP,PA,USW00014736,26.8,29.2,37.3,48.9,58.1,66.7,70.6,69.2,61.7,51.1,41.6,30.7
Allentown,PA,USW00014737,27.8,30.7,39.1,49.9,59.9,69.1,73.4,71.7,63.9,52.5,42.7,32.3
Boston,MA,USW00014739,29,31.7,38.3,48.1,57.9,67.7,73.4,72.1,64.9,54,44.7,34.7
Hartford,CT,USW00014740,26.1,29.7,37.8,49.4,59.5,68.5,73.6,71.9,63.8,52.1,42.4,31.6
BURLINGTON INTL AP,VT,USW00014742,18.7,21.5,31,44.8,56.3,65.8,70.6,68.8,60.5,48.1,38.2,25.8
CANTON 4 SE,NY,USW00014743,15.7,18.8,28.7,43.1,55,64.2,68.7,66.7,58.8,46.9,36.5,23.5
CONCORD MUNI AP,NH,USW00014745,20.6,24.3,33.1,45.1,55.8,64.9,70,68.5,60,48.2,38.3,26.8
DUNKIRK CHAUTAUQUA AP,NY,USW00014747,26.7,27.2,34.4,45.7,56.2,66.3,70.9,69.5,62.9,52,42.4,32
ELMIRA CORNING RGNL AP,NY,USW00014748,23.2,25.5,34,45.2,55.4,64.7,69,67.8,59.9,48.8,38.7,28.7
Glens Falls,NY,USW00014750,18,21.3,31.3,44.6,55.3,64.3,68.8,67,58.5,46.7,36.9,25
HARRISBURG CPTL CY AP,PA,USW00014751,30.5,33,41.3,52.1,61.7,70.9,75.4,73.6,65.9,54.3,44.5,34.3
HARTFORD BRAINARD FLD,CT,USW00014752,27.1,30.5,38.2,49.6,59.6,68.8,74.1,72.6,64.4,52.4,43.4,32.5
BLUE HILL,MA,USW00014753,25.5,27.9,35.5,46.7,57.1,66.1,71.9,70.5,63.1,51.6,41.7,31.3
TOBYHANNA POCONO MTN AP,PA,USW00014754,22.5,24.7,32.3,44.2,54.3,62.6,67.6,65.9,58.2,47.4,38.1,27.5
MT WASHINGTON,NH,USW00014755,10.1,,,,,,,,,,,
NANTUCKET MEM AP,MA,USW00014756,31.6,33,37.6,44.8,53,61.7,68.6,68.3,62.8,54.2,45.7,37.3
POUGHKEEPSIE DUTCHESS CO AP,NY,USW00014757,25.6,28.6,36.8,48.7,58.8,67.6,72.6,71.1,63.1,51,41.6,31.1
New Haven,CT,USW00014758,30,32.7,39.4,49.2,58.9,68.5,74,72.9,65.3,54.2,45.1,35.7
PHILIPSBURG 8 E,PA,USW00014761,24.3,26.6,34.9,46.5,55.9,63.7,67.4,66.2,58.9,48.8,39.4,27.9
PITTSBURGH ALLEGHENY CO AP,PA,USW00014762,28.8,31.7,40,51.6,60.6,68.9,72.8,71.8,64.5,53.3,43.3,32.9
Pittsfield,MA,USW00014763,20.2,23.8,31.9,44.2,54.9,63.5,67.5,66.5,58.5,47.5,37.9,26.7
Portland,ME,USW00014764,22.3,25.5,33.5,44,53.9,63.4,69.1,68,60.1,48.8,39.4,28.8
Providence,RI,USW00014765,29.2,32,38.9,49.1,58.5,68,73.5,72.3,64.7,53.6,44.5,34.3
Rochester,NY,USW00014768,24.7,26.4,34.3,46.3,57,66.2,70.8,69.3,61.8,50.6,40.5,30
SELINSGROVE PENN VLY AP,PA,USW00014770,28.8,31.4,39.9,50.8,60.6,70.3,73.6,71.4,64,52.9,42.9,32.5
Syracuse,NY,USW00014771,23.6,25.9,34.2,46.9,57.6,66.7,71.3,69.8,62,50.6,40.6,29.4
WESTFIELD BARNES MUNI AP,MA,USW00014775,22.9,27.2,35.5,47.2,58,66.3,70.9,70,61.9,49.9,39.7,29.6
WILKES-BARRE INTL AP,PA,USW00014777,25.8,28.8,36.9,48.6,58.6,67.1,71.4,69.7,62.2,50.9,41.4,30.6
WILLIAMSPORT,PA,USW00014778,26.8,29.7,38.2,49.9,59.7,68.6,72.7,71.1,63.3,51.7,41.6,31.2
NEWPORT STATE AP,RI,USW00014787,30.6,32.9,39,47.7,56.6,65.9,71.5,70.7,64.3,54,45.6,36.3
SOUTH WEYMOUTH NAS,MA,USW00014790,29.7,32.4,39.6,49.1,59,68.6,74.3,72.5,64.6,54.3,44.7,34.6
Trenton,NJ,USW00014792,31.1,34,41.4,51.2,61.1,70.5,75.7,73.9,66.2,54.6,45.7,35.3
WILLOW GROVE NAS,PA,USW00014793,32.2,34.9,42.5,52.9,62.6,71.6,76.1,74.3,66.7,55.5,46.4,36.4
WESTERLY STATE AP,RI,USW00014794,29.1,31.8,37.3,46.6,56.2,65.5,70.9,70.1,63.1,52.4,44,34.6
MT CLEMENS ANG BASE,MI,USW00014804,24.1,25.9,34.2,46,56.5,66.6,71.2,69.4,62,50.3,39.7,28.7
RANTOUL,IL,USW00014806,24.8,29.2,40.1,51.8,62.8,72.9,75.6,73.6,66.6,54.1,41.9,29.2
AKRON FULTON INTL AP,OH,USW00014813,26.7,29.3,37.8,49.3,58.9,68.1,72.6,70.8,63.2,52.1,41.4,30.8
ALPENA WWTP,MI,USW00014814,20.6,21.5,29.4,41.7,52.4,62.7,68.2,67,59.5,47.7,36.8,26.3
BATTLE CREEK KELLOGG AP,MI,USW00014815,23.6,26.4,35.6,48.1,58.1,67.3,70.9,69.2,61.6,50.2,39.1,27.5
CADILLAC,MI,USW00014817,18.9,20.7,28.8,42.1,53.4,63.3,67.5,65.4,57.5,45.8,35.1,24.3
CHICAGO MIDWAY AP,IL,USW00014819,24.8,28.7,38.8,50.4,60.9,71,75.9,74.1,66.4,54.2,41.5,29
CLEVELAND,OH,USW00014820,28.1,30.5,38.4,49.8,59.8,69.2,73.5,72,65,53.8,43.9,32.4
COLUMBUS PORT COLUMBUS INTL AP,OH,USW00014821,29.6,32.8,41.9,53.1,62.5,71.5,75.2,73.9,66.8,55,44.4,33.5
DETROIT CITY AP,MI,USW00014822,25.8,28.2,36.6,48.5,59.4,69.3,73.9,72.2,64.6,52.5,41.6,30.3
ESCANABA,MI,USW00014824,16.2,17.6,26,38.3,50.1,60,65.6,65.3,57.2,45.7,33.8,22.1
FINDLAY AP,OH,USW00014825,26.2,29.3,38.5,50.1,60.5,69.9,73.4,71.5,64.6,53.1,42.1,30.4
FLINT BISHOP INTL AP,MI,USW00014826,22.4,24.8,34.1,46.4,56.9,66.5,70.5,68.8,61.1,49.5,38.9,27.4
Fort Wayne,IN,USW00014827,24.9,28.3,38.4,50,60.4,70.1,73.6,71.5,64.3,52.6,41.4,29.1
GLADWIN,MI,USW00014828,20.2,22.3,31.4,44.2,55.5,65.3,69.5,67.6,59.5,47.5,36.6,25.8
GOSHEN MUNI AP,IN,USW00014829,23.8,27.2,37.2,48.8,59,68.7,71.9,70,63,51.3,40.2,28
JACKSON REYNOLDS FLD,MI,USW00014833,23.6,26.3,35.7,47.8,57.8,67.4,71.1,69.5,61.8,50.4,39.8,28.1
LAFAYETTE PURDUE UNIV AP,IN,USW00014835,26.5,30.5,40.8,51.9,61.9,71.5,74.6,73.2,66.2,54.3,42.8,30.4
Lansing,MI,USW00014836,23.4,25.9,35.1,47.4,57.7,67.6,71.5,69.8,61.9,50.3,39.6,28.3
Madison,WI,USW00014837,18.8,23.1,34,46.6,57.3,67,71.3,69.2,61,48.9,36.2,23
MARQUETTE,MI,USW00014838,18.8,20.7,29,40.1,51,59.9,66.6,66.6,59.4,47.3,34.8,23.5
Milwaukee,WI,USW00014839,22.3,25.9,35,45.6,55.7,66.2,71.8,70.7,63.1,51.3,39,26.5
MUSKEGON CO AP,MI,USW00014840,25.4,27.1,35,46.6,56.9,66.3,71.1,69.9,62.1,50.7,40.2,30.2
PELLSTON RGNL AP,MI,USW00014841,16.7,17.6,26.4,40,51.5,61,65.6,63.8,56.1,44.8,34.5,23.4
PEORIA GTR PEORIA AP,IL,USW00014842,24.9,29.5,40.6,52.3,62.4,71.8,75.5,73.8,66.1,54,41.6,28.6
Bay City,MI,USW00014845,22.2,24.5,33.7,46.1,57.3,67.2,71,68.8,61.3,49.7,38.5,27.3
SANDUSKY,OH,USW00014846,27.2,29.6,37.4,49.1,60,70.1,74.3,72.7,65.7,54.3,43.4,31.6
SAULT STE MARIE SANDERSON FLD,MI,USW00014847,15.3,17.6,26.3,40.2,51.8,60,65.3,64.6,57.1,45.6,34.1,22.2
South Bend,IN,USW00014848,24.4,27.8,37.5,49,59.3,69.1,73,71.3,63.9,52.1,40.7,28.8
TRAVERSE CITY CHERRY CPTL AP,MI,USW00014850,21.5,22.7,30.8,43,53.7,63.9,69,67.4,59.8,48.2,37.3,26.7
Youngstown,OH,USW00014852,25.8,28.4,36.7,48.5,57.8,66.4,70.5,69.1,61.9,51,41.4,30.3
DETROIT WILLOW RUN AP,MI,USW00014853,23.5,26.5,35.6,47.1,57.7,68.1,72,70.3,62.1,50.2,39.7,28.2
GLENVIEW NAS,IL,USW00014855,24.9,28.9,38,49.1,59.3,69,74.1,73.2,65.5,53.4,41.2,29
HANCOCK HOUGHTON CO AP,MI,USW00014858,15.5,16.9,25.2,38,50.2,59.3,64.8,63.9,55.4,43.4,31.4,20.2
GRAND MARAIS 2 E,MI,USW00014859,19.3,20.8,28.3,39.5,50.1,59,64.1,64.9,58.3,46.5,35,24.3
Erie,PA,USW00014860,27.2,28.3,35.7,47.1,57.4,67.1,71.7,70.5,63.8,53,43.3,32.4
CHICAGO WAUKEGAN RGNL AP,IL,USW00014880,23,25.9,35.2,46.1,55.7,65.7,71.3,69.9,62.2,51,39.1,27.5
MANSFIELD LAHM MUNI AP,OH,USW00014891,25.5,28.4,37.1,48.8,58.7,67.7,71.5,70,63,51.7,41.3,29.7
CHICAGO UNIV,IL,USW00014892,27.3,31.2,40.1,50.7,61,70.8,76,74.9,67.8,56.2,44.2,31.1
WHEELING OHIO CO AP,WV,USW00014894,29,31.9,40.1,51.4,60,68.3,72.2,71.2,64.3,53.3,43.2,32.9
Canton,OH,USW00014895,26.1,29,37.6,49.2,58.9,67.9,72,70.5,63.1,51.7,41.5,30.4
Wausau,WI,USW00014897,14.6,19.1,30,44.1,55.6,64.9,69.3,67.3,58.5,46,32.5,19
GREEN BAY,WI,USW00014898,16.6,20.3,30.8,43.9,55,64.7,69.1,67.3,59.2,47.1,34.6,21.5
ALEXANDRIA MUNI AP,MN,USW00014910,10.2,15.6,27.8,43.6,56.2,65.4,70.6,68.4,58.8,45.3,29.4,14.8
DEVILS LAKE KDLR,ND,USW00014912,12.1,,,,,,,,,,,
Duluth,MN,USW00014913,10.2,15.1,25.9,39.6,51.4,60.1,65.8,64.3,55.6,43.2,28.8,14.8
Fargo,ND,USW00014914,14.1,,,,,,,,,,,
Grand Forks,ND,USW00014916,11.5,,,,,,,,,,,
INTL FALLS INTL AP,MN,USW00014918,,,,,,,,,,,,
JAMESTOWN MUNI AP,ND,USW00014919,10.1,15.1,27.6,42.6,55.2,64.4,69.9,68.2,57.6,44.1,27.8,14.1
LA CROSSE MUNI AP,WI,USW00014920,17.4,22.5,34.5,48.6,59.7,69.2,73.7,71.4,62.8,50.2,35.9,21.6
LONE ROCK TRI CO AP,WI,USW00014921,17.7,22.5,34.4,47.4,58.5,67.6,71.3,69.4,61.2,49,35.9,22.3
Minneapolis,MN,USW00014922,15.6,20.8,32.8,47.5,59.1,68.8,73.8,71.2,62,48.9,33.7,19.7
MOLINE QUAD CITY INTL AP,IL,USW00014923,22.6,27,39.1,51.4,61.8,71.5,75.4,73.5,65.4,53.2,40,26.6
PEMBINA,ND,USW00014924,,,,,,,,,,,,
Rochester,MN,USW00014925,15.7,20.3,32.4,46.7,58.1,67.6,71.4,69.1,60.9,48.4,33.8,19.7
ST CLOUD RGNL AP,MN,USW00014926,11.6,17,29.4,44.5,56.5,65.6,70.3,67.8,58.6,45.7,30.4,15.9
ST PAUL DOWNTOWN AP,MN,USW00014927,17,22,33.7,48.8,60,69.2,73.9,71.6,62.5,49.6,34.8,20.7
ABERDEEN,SD,USW00014929,12,17.6,29.9,44.4,56.4,65.6,71.3,69,58.9,45.2,29.3,15.7
BURLINGTON MUNI AP,IA,USW00014931,25.8,30.1,41.6,53.8,63.7,73.3,76.8,75.1,67.4,55.4,42.4,29.1
DES MOINES INTL AP,IA,USW00014933,22.6,27.4,39.3,51.7,62.3,71.8,76.3,74.3,65.6,53.1,39.2,26
Grand Island,NE,USW00014935,25.1,29.1,39.4,50.6,61.2,71.3,76.2,74,65.1,52.2,38.1,26.7
HURON RGNL AP,SD,USW00014936,16.7,21.6,33.1,46.5,58.1,67.8,73.7,71.6,61.7,47.9,32.6,19.2
IOWA CITY MUNI AP,IA,USW00014937,22.1,26.3,38.6,51,61.4,71.5,74.8,72.7,64.2,52,39,25.2
KIRKSVILLE RGNL AP,MO,USW00014938,26.1,29.8,40.7,51.8,62,70.8,75.1,73.7,64.5,53.1,40.6,28.8
Lincoln,NE,USW00014939,24.6,29,40.1,51.6,62.3,72.6,77.6,75.3,66,53.2,38.9,26.8
MASON CITY MUNI AP,IA,USW00014940,15.9,20.7,33,46.7,58.4,68.1,71.8,69.3,60.9,48.2,33.6,19.6
NORFOLK KARL STEFAN AP,NE,USW00014941,22.6,26.8,37.4,49.6,60.5,70.2,75,72.8,63.8,51,36.4,24.3
OMAHA EPPLEY AIRFIELD,NE,USW00014942,23.5,28.1,39.5,51.7,62.3,72.1,76.7,74.6,65.7,53.2,38.9,26
Sioux City,IA,USW00014943,20.4,25.1,36.5,49.6,60.8,70.3,74.3,72.1,63.4,50.7,35.8,22.6
Sioux Falls,SD,USW00014944,16.6,21.5,32.9,46.4,58,67.8,73,70.6,61.3,47.9,32.6,19.2
